,ID,Mac,SSID,Time,Frequncy,Signal,Lat,Lon,Alt
249,model=SM-G950F_device=dreamlte,86:2a:a8:a1:a0:b5,Rozenkrants,12/1/2017 11:05,1,-89,32.16994496,34.81096824,41.15224303
250,model=SM-G950F_device=dreamlte,74:da:38:54:b8:1c,oved-main_2EX,12/1/2017 11:05,6,-80,32.16969384,34.81086099,40.95173659
251,model=SM-G950F_device=dreamlte,b0:b2:8f:1e:ea:68,HOTBOX-2E6E,12/1/2017 11:05,11,-81,32.16945778,34.81076505,40.54230602
252,model=SM-G950F_device=dreamlte,92:cd:b6:2b:e9:77,HP-Setup>77-M277 LaserJet,12/1/2017 11:05,1,-87,32.16881184,34.8117497,40.65000112
253,model=Lenovo PB2-690Y_device=PB2PRO,40:b0:34:62:33:a6,DIRECT-A5-HP DeskJet 3700 series,12/1/2017 11:06,6,-87,32.1695048,34.81211179,27.0
254,model=SM-G950F_device=dreamlte,14:ae:db:48:af:4d,InnovationEndeavors-guest,12/1/2017 11:06,9,-91,32.17005713467722,34.81237055547468,35.28990199187942
255,model=SM-G950F_device=dreamlte,00:78:9e:fa:0e:db,snapper1,12/1/2017 11:06,1,-91,32.16990287916952,34.81229082044064,35.187553957031305
256,model=SM-G950F_device=dreamlte,48:ee:0c:3d:eb:b8,Km,12/1/2017 11:07,9,-85,32.17225794,34.81441454,40.08129431
257,model=SM-G950F_device=dreamlte,14:9d:09:80:00:9d,HUAWEI-009D,12/1/2017 11:07,4,-86,32.17225794,34.81441454,40.08129431
258,model=Lenovo PB2-690Y_device=PB2PRO,7c:03:4c:ba:f5:5a,HOTBOX-1234,12/1/2017 11:09,6,-75,32.17237924,34.81348839,36.0
259,model=Lenovo PB2-690Y_device=PB2PRO,f4:f2:6d:5e:d0:48,alfa,12/1/2017 11:09,11,-96,32.17206721,34.81192728,32.0
260,model=Lenovo PB2-690Y_device=PB2PRO,c4:04:15:60:6a:b6,BezeqNGN_10072E_5GHz_1,12/1/2017 11:09,48,-82,32.17180755,34.81183239,31.000000000000004
261,model=Lenovo PB2-690Y_device=PB2PRO,c0:ac:54:f8:0c:ac,G10,12/1/2017 11:09,11,-94,32.17106538,34.81150977,30.0
262,model=Lenovo PB2-690Y_device=PB2PRO,f8:d1:11:ce:e5:e6,TP-LINK-BET,12/1/2017 11:09,4,-96,32.17106538,34.81150977,30.0
263,model=Lenovo PB2-690Y_device=PB2PRO,74:da:38:6c:89:7b,Hetz2,12/1/2017 11:10,1,-83,32.17043936,34.81118089,28.999999999999996
264,model=Lenovo PB2-690Y_device=PB2PRO,98:e7:f4:0a:dd:86,DIRECT-85-HP OfficeJet Pro 6960,12/1/2017 11:10,6,-89,32.17043936,34.81118089,29.0
265,model=Lenovo PB2-690Y_device=PB2PRO,00:78:9e:fa:b2:d0,Avisky,12/1/2017 11:10,11,-91,32.16871788,34.811185,29.0
266,model=Lenovo PB2-690Y_device=PB2PRO,90:8d:78:b6:28:f6,Talfamily2,12/1/2017 11:10,5,-62,32.16879785,34.81168165,32.0
267,model=Lenovo PB2-690Y_device=PB2PRO,e0:ce:c3:8c:c1:94,HOTBOX-C18E,12/1/2017 11:10,1,-93,32.16968439,34.8121884,31.0
268,model=Lenovo PB2-690Y_device=PB2PRO,74:da:38:b6:f3:7a,Floor 2,12/1/2017 11:11,2,-94,32.17146616,34.81290244,38.0
269,model=Lenovo PB2-690Y_device=PB2PRO,30:e1:71:fb:1e:f7,DIRECT-F6-HP DeskJet 3830 series,12/1/2017 11:11,11,-92,32.17231097,34.81407594,39.0
