WigleWifi-1.4,appRelease=2.25,model=GT-N7100,release=4.4.2,device=t03g,display=Android Revolution HD 31.0 by mike1986,board=smdk4x12,brand=samsung,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
00:1e:42:14:8b:be,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 22:42:37,4,-93,32.26199399,34.89256792,40.80048746,12,WIFI
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 22:42:40,0,-81,32.26128446,34.89241682,36.73824001,12,GSM
00:12:2a:37:30:ac,neta1013,[WEP][ESS],03/11/2017 22:42:46,1,-90,32.25979871,34.89211227,34.62059276,16,WIFI
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 22:42:46,0,-73,32.25979871,34.89211227,34.62059276,16,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 22:42:52,0,-75,32.25833486,34.89171113,33.53508774,16,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 22:42:58,0,-73,32.25690875,34.89132004,36.43346176,16,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 22:43:04,0,-75,32.2555109,34.8908721,40.42797421,12,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 22:43:10,0,-79,32.2543028,34.89045943,41.90348167,24,GSM
42502_22851_5587107,GOLAN T,HSDPA;il,03/11/2017 22:43:14,0,-79,32.25391779,34.89006791,40.30809026,24,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:43:27,4,-94,32.25500902,34.88977083,48.14879459,16,WIFI
42502_22851_5587107,GOLAN T,HSDPA;il,03/11/2017 22:43:27,0,-77,32.25500902,34.88977083,48.14879459,16,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:43:28,4,-86,32.25504769,34.88996101,47.68107361,16,WIFI
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:43:34,4,-83,32.2552435,34.89128219,43.54108457,16,WIFI
42502_22851_5587107,GOLAN T,HSDPA;il,03/11/2017 22:43:34,0,-75,32.2552435,34.89128219,43.54108457,16,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:43:40,4,-75,32.25541942,34.89270426,41.14257981,16,WIFI
42502_22851_5581157,GOLAN T,HSDPA;il,03/11/2017 22:43:40,0,-77,32.25541942,34.89270426,41.14257981,16,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:43:46,4,-88,32.25560286,34.89419723,39.16008267,24,WIFI
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:43:46,0,-79,32.25560286,34.89419723,39.16008267,24,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:43:52,4,-92,32.25597029,34.89576353,51.08300324,16,WIFI
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:43:52,0,-73,32.25597029,34.89576353,51.08300324,16,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:43:58,4,-95,32.25651451,34.8973244,51.43751964,24,WIFI
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:43:58,0,-71,32.25651451,34.8973244,51.43751964,24,GSM
08:97:58:32:b1:92,wifi in car-0566,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:44:01,2,-88,32.25681789,34.89805212,49.30026032,16,WIFI
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:44:04,0,-75,32.25712384,34.89869307,47.59952405,12,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:44:07,4,-98,32.25743809,34.89932442,46.78935521,24,WIFI
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:44:10,0,-77,32.25777748,34.89992663,44.99816173,24,GSM
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:44:16,0,-83,32.25851512,34.9011773,45.18948102,16,GSM
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:44:22,0,-81,32.25917707,34.90267452,44.27657265,16,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:44:25,4,-96,32.2594033,34.90345525,40.93046108,16,WIFI
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:44:28,0,-85,32.25958206,34.9042324,44.91532233,16,GSM
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:44:34,0,-85,32.25990035,34.90586759,43.26323927,24,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:44:37,4,-93,32.26002444,34.90673869,39.22169652,24,WIFI
00:15:6d:4a:04:c5,MRS1,[WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:44:40,6,-93,32.26014936,34.90756611,39.60335653,16,WIFI
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:44:40,0,-89,32.26014936,34.90756611,39.60335653,16,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:44:43,4,-93,32.26025494,34.90836049,40.79052424,16,WIFI
42502_22851_5587108,GOLAN T,UNKNOWN;il,03/11/2017 22:44:46,0,-91,32.26036446,34.9091255,45.09147067,16,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:44:52,4,-93,32.2605597,34.91064733,52.58187154,16,WIFI
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 22:44:52,0,-83,32.2605597,34.91064733,52.58187154,16,GSM
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 22:44:57,0,-83,32.26070177,34.91193393,51.10905606,24,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:44:59,4,-93,32.26072836,34.91240843,51.81387336,24,WIFI
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 22:45:02,0,-89,32.26076237,34.91298861,55.37320432,24,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:45:05,4,-80,32.26077912,34.91337261,55.62839992,24,WIFI
42502_22851_5581389,GOLAN T,HSDPA;il,03/11/2017 22:45:05,0,-89,32.26077912,34.91337261,55.62839992,24,GSM
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 22:45:11,0,-81,32.26085595,34.91366402,51.55009063,24,GSM
42502_22851_5611851,GOLAN T,HSDPA;il,03/11/2017 22:45:16,0,-81,32.26085595,34.91366402,51.45368121,16,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:45:19,4,-75,32.26085595,34.91366402,51.37042841,12,WIFI
42502_22851_5631854,GOLAN T,HSDPA;il,03/11/2017 22:45:22,0,-73,32.26085595,34.91366402,51.25410192,12,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:45:25,4,-69,32.26085595,34.91366402,51.14759281,8,WIFI
42502_22851_5631854,GOLAN T,HSDPA;il,03/11/2017 22:45:28,0,-63,32.26085595,34.91366402,50.65144526,24,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:45:37,4,-88,32.26094058,34.91468523,41.1532278,24,WIFI
42502_22851_5631854,GOLAN T,HSDPA;il,03/11/2017 22:45:37,0,-61,32.26094058,34.91468523,41.1532278,24,GSM
42502_22851_5631854,GOLAN T,HSDPA;il,03/11/2017 22:45:43,0,-63,32.26113745,34.91577115,44.34550234,16,GSM
08:97:58:32:61:5e,NIPPON_0373,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:45:46,4,-96,32.26125582,34.91633015,43.41357304,24,WIFI
42502_22851_5631854,GOLAN T,HSDPA;il,03/11/2017 22:45:49,0,-65,32.26139585,34.91691448,44.84085404,16,GSM
14:ae:db:c9:c0:32,joshua,[WPA2-PSK-CCMP][ESS],03/11/2017 22:45:52,10,-96,32.26150984,34.91753206,48.65243081,16,WIFI
74:da:38:53:94:be,Dromy_6,[WEP][ESS],03/11/2017 22:45:52,2,-97,32.26150984,34.91753206,48.65243081,16,WIFI
08:97:58:33:4f:2c,wifi in car-2178,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 22:45:55,1,-90,32.26161054,34.91815718,51.12069908,16,WIFI
a0:f3:c1:73:5b:1e,TP-LINK_735B1E,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:45:55,8,-98,32.26161054,34.91815718,51.12069908,16,WIFI
42502_22851_5631854,GOLAN T,HSDPA;il,03/11/2017 22:45:55,0,-69,32.26161054,34.91815718,51.12069908,16,GSM
c0:ac:54:f8:5b:83,michael,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:45:58,6,-95,32.26169416,34.91878048,54.83650188,24,WIFI
c8:3a:35:38:3d:50,Sapir_Up,[WPA2-PSK-CCMP][ESS],03/11/2017 22:45:58,11,-97,32.26169416,34.91878048,54.83650188,24,WIFI
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:45:58,0,-75,32.26169416,34.91878048,54.83650188,24,GSM
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:46:04,0,-77,32.2617369,34.92007275,59.04056029,24,GSM
f0:ee:10:78:66:80,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80],03/11/2017 22:46:07,6,-92,32.26177586,34.92070721,62.76847725,16,WIFI
00:21:29:b6:11:3e,linksys-orange,[WPA2-PSK-TKIP][ESS],03/11/2017 22:46:07,9,-95,32.26177586,34.92070721,62.76847725,16,WIFI
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:46:10,0,-79,32.26183068,34.92132242,63.51883604,16,GSM
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:46:16,0,-73,32.26186477,34.92255114,64.19567178,16,GSM
06:ae:db:b3:03:55,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 22:46:19,11,-89,32.26177293,34.92315568,63.15643419,12,WIFI
90:8d:78:51:7b:07,Alon_2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 22:46:19,2,-90,32.26177293,34.92315568,63.15643419,12,WIFI
14:ae:db:b3:03:55,GalFranses,[WPA2-PSK-CCMP][ESS],03/11/2017 22:46:19,11,-90,32.26177293,34.92315568,63.15643419,12,WIFI
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:46:22,0,-73,32.26167821,34.92374603,62.21717356,12,GSM
74:ea:3a:fb:4e:06,TP-LINK_FB4E06,[ESS],03/11/2017 22:46:25,1,-93,32.26159787,34.9242564,61.18524103,16,WIFI
ec:3d:fd:63:61:a5,vYou_DDPai_Mini2,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:46:27,4,-87,32.26155732,34.92454429,61.92192887,16,WIFI
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:46:30,0,-75,32.26149297,34.92484545,63.9703129,24,GSM
4e:66:41:b0:be:81,Eitan wifi,[WPA2-PSK-CCMP][ESS][SEC80],03/11/2017 22:46:32,11,-93,32.26144102,34.92497176,63.05135378,24,WIFI
74:ea:3a:fb:4e:06,TP-LINK_FB4E06,[ESS],03/11/2017 22:46:44,1,-91,32.2602686,34.92479831,61.45543715,16,WIFI
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:46:44,0,-71,32.2602686,34.92479831,61.45543715,16,GSM
94:10:3e:87:79:e4,TheNinios,[WPA2-PSK-CCMP][ESS],03/11/2017 22:46:47,9,-89,32.25982001,34.92468276,60.46518547,16,WIFI
c8:3a:35:b0:18:39,TheNinios-up,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:46:47,1,-93,32.25982001,34.92468276,60.46518547,16,WIFI
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:46:53,0,-77,32.25894409,34.92445102,69.12374221,16,GSM
40:b0:34:89:f8:22,DIRECT-21-HP OfficeJet Pro 6970,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:47:02,1,-94,32.25787493,34.9241438,66.703578,32,WIFI
6a:6f:13:71:20:05,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:02,2,-95,32.25787493,34.9241438,66.703578,32,WIFI
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:47:02,0,-83,32.25787493,34.9241438,66.703578,32,GSM
6a:6f:13:71:20:05,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:05,2,-86,32.25783078,34.92412714,65.31606976,32,WIFI
e4:6f:13:71:20:04,a-team1,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:05,2,-93,32.25783078,34.92412714,65.31606976,32,WIFI
b0:b2:8f:04:b7:56,Shiffman,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:09,3,-85,32.25783078,34.92412714,65.02576452,24,WIFI
e4:6f:13:71:20:04,a-team1,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:12,2,-87,32.25783762,34.92408282,64.18200527,24,WIFI
f8:ab:05:4d:82:9f,HOTFiber-E703,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:18,11,-91,32.25734957,34.92397094,63.07431551,24,WIFI
b4:ee:b4:fe:32:96,HOTFiber-E703,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:18,11,-92,32.25734957,34.92397094,63.07431551,24,WIFI
6a:fc:af:9a:34:1d,Bezeq Free F0149E,[ESS],03/11/2017 22:47:21,1,-92,32.25702613,34.92390954,61.09151857,24,WIFI
f8:ab:05:eb:21:37,Eliran,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:24,11,-82,32.25682544,34.92387478,60.92424223,24,WIFI
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 22:47:24,0,-79,32.25682544,34.92387478,60.92424223,24,GSM
14:af:db:c9:c7:9a,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:27,1,-88,32.25663041,34.92381843,61.86079445,24,WIFI
14:ae:db:c9:c7:9a,Tamsfamily,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:27,1,-89,32.25663041,34.92381843,61.86079445,24,WIFI
fa:8f:ca:7b:72:57,?????,[ESS],03/11/2017 22:47:27,11,-92,32.25663041,34.92381843,61.86079445,24,WIFI
42502_22851_5610693,GOLAN T,UNKNOWN;il,03/11/2017 22:47:27,0,-79,32.25663041,34.92381843,61.86079445,24,GSM
00:1f:1f:a9:fb:9f,Default,[WPS][ESS],03/11/2017 22:47:30,6,-91,32.25641918,34.92375452,61.52505379,24,WIFI
00:1f:1f:a9:fb:9f,Default,[WPS][ESS],03/11/2017 22:47:33,6,-82,32.25622896,34.92366447,58.01484865,32,WIFI
f4:f2:6d:6d:81:17,AluTheKing,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:47:33,11,-89,32.25622896,34.92366447,58.01484865,32,WIFI
fa:8f:ca:7b:72:57,?????,[ESS],03/11/2017 22:47:36,11,-81,32.25603104,34.92357649,52.93836999,32,WIFI
14:ae:db:ca:18:6a,Dana,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:36,5,-86,32.25603104,34.92357649,52.93836999,32,WIFI
14:af:db:ca:18:6a,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:36,5,-86,32.25603104,34.92357649,52.93836999,32,WIFI
a4:2b:b0:e0:3d:3a,AluTheKing,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:47:36,11,-86,32.25603104,34.92357649,52.93836999,32,WIFI
14:ae:db:3e:3b:aa,ami_hasson_2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:36,1,-90,32.25603104,34.92357649,52.93836999,32,WIFI
e0:ce:c3:ef:fb:43,Skverer,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:36,11,-92,32.25603104,34.92357649,52.93836999,32,WIFI
d8:42:ac:11:07:8e,Shwartzberg,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:47:39,2,-76,32.25579523,34.92347159,53.11736609,24,WIFI
08:3e:5d:54:32:b3,HOTBOX-5DB2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:39,11,-82,32.25579523,34.92347159,53.11736609,24,WIFI
10:5a:f7:0a:87:e9,Tova_2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:39,1,-83,32.25579523,34.92347159,53.11736609,24,WIFI
ec:08:6b:bc:68:0d,YAHAV_2.4GHz,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:47:39,1,-86,32.25579523,34.92347159,53.11736609,24,WIFI
c4:12:f5:f7:15:f2,Home59,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:39,11,-89,32.25579523,34.92347159,53.11736609,24,WIFI
80:1f:02:51:39:8a,EdimaxAP,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:39,11,-90,32.25579523,34.92347159,53.11736609,24,WIFI
f4:f2:6d:2b:22:48,HOT,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:47:39,10,-93,32.25579523,34.92347159,53.11736609,24,WIFI
ec:08:6b:77:c4:75,Home59,[WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:47:39,11,-93,32.25579523,34.92347159,53.11736609,24,WIFI
cc:b2:55:e9:24:e0,YAHAV,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:39,6,-94,32.25579523,34.92347159,53.11736609,24,WIFI
d0:84:b0:fe:c2:95,bat71,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:42,1,-88,32.25554596,34.92329417,59.16932026,24,WIFI
d0:84:b0:93:77:01,bat71,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:42,13,-97,32.25554596,34.92329417,59.16932026,24,WIFI
42502_22851_5610693,GOLAN T,UNKNOWN;il,03/11/2017 22:47:42,0,-85,32.25554596,34.92329417,59.16932026,24,GSM
18:a6:f7:6b:c1:00,Liat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:47:45,1,-87,32.25526829,34.92307701,65.43100855,32,WIFI
3c:1e:04:08:46:a2,marini 2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:45,6,-91,32.25526829,34.92307701,65.43100855,32,WIFI
14:ae:db:3b:66:a5,Tsur,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:45,1,-93,32.25526829,34.92307701,65.43100855,32,WIFI
80:1f:02:4d:eb:6c,Sheffer,[WEP][ESS],03/11/2017 22:47:45,11,-95,32.25526829,34.92307701,65.43100855,32,WIFI
42502_22851_5610699,GOLAN T,HSDPA;il,03/11/2017 22:47:45,0,-85,32.25526829,34.92307701,65.43100855,32,GSM
00:0c:c3:d0:21:8c,HOME,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:47:48,11,-83,32.2549905,34.92286127,70.88381783,24,WIFI
e8:fc:af:81:c3:0d,shmool_2GEXT,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:47:48,1,-90,32.2549905,34.92286127,70.88381783,24,WIFI
18:d6:c7:83:d9:5e,gabay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:47:51,11,-94,32.25478492,34.92270942,70.01101082,16,WIFI
90:8d:78:51:b8:3c,home_2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:51,1,-88,32.25478492,34.92270942,70.01101082,16,WIFI
00:12:2a:1c:a7:8c,toibis,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:51,1,-89,32.25478492,34.92270942,70.01101082,16,WIFI
74:da:da:07:6b:9f,DAP-1360,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:51,5,-90,32.25478492,34.92270942,70.01101082,16,WIFI
74:da:3c:80:34:b8,012Smile,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:51,10,-92,32.25478492,34.92270942,70.01101082,16,WIFI
c4:04:15:60:6e:e0,shmool,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:47:51,1,-92,32.25478492,34.92270942,70.01101082,16,WIFI
90:8d:78:51:b8:3b,home_5,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:54,48,-87,32.25463073,34.92260319,70.98910464,24,WIFI
74:da:3c:80:34:b8,012Smile,[WPA2-PSK-CCMP][ESS],03/11/2017 22:47:54,10,-86,32.25463073,34.92260319,70.98910464,24,WIFI
74:da:38:80:34:b7,012Smile_2EX,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:47:54,10,-88,32.25463073,34.92260319,70.98910464,24,WIFI
c0:ff:d4:7b:c8:26,Gershon7745287,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:47:54,1,-90,32.25463073,34.92260319,70.98910464,24,WIFI
00:90:8f:81:c0:54,012Smile,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:47:57,10,-84,32.25441853,34.92243287,74.78319607,16,WIFI
c4:a8:1d:7b:e2:b6,dlink-E2B6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:48:01,6,-96,32.25413122,34.9222101,73.63866317,16,WIFI
a0:04:60:88:33:ae,YAIR_5_5GEXT,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:48:01,44,-88,32.25413122,34.9222101,73.63866317,16,WIFI
c0:ac:54:f8:8b:06,HOTBOX-ED84,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 22:48:01,11,-92,32.25413122,34.9222101,73.63866317,16,WIFI
a0:04:60:88:33:af,YAIR_2.4_2GEXT,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:48:01,1,-95,32.25413122,34.9222101,73.63866317,16,WIFI
42502_22851_5610699,GOLAN T,HSDPA;il,03/11/2017 22:48:01,0,-87,32.25413122,34.9222101,73.63866317,16,GSM
a0:4f:d4:2a:cc:f1,YAIR_2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 22:48:04,1,-90,32.25391103,34.92203519,69.30309515,24,WIFI
a0:ab:1b:61:d2:f6,SHAULKOR,[WPA2-PSK-CCMP][ESS],03/11/2017 22:48:04,9,-94,32.25391103,34.92203519,69.30309515,24,WIFI
5a:ab:1b:61:d2:f7,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 22:48:04,9,-94,32.25391103,34.92203519,69.30309515,24,WIFI
84:16:f9:3b:c9:e4,Elkanovich 3rd floor,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:48:04,1,-96,32.25391103,34.92203519,69.30309515,24,WIFI
84:16:f9:3b:c9:e4,Elkanovich 3rd floor,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:48:08,1,-88,32.25360515,34.92184566,71.32142053,16,WIFI
fa:8f:ca:65:8c:8b,,[ESS],03/11/2017 22:48:18,6,-94,32.25338649,34.92180326,70.97938736,16,WIFI
42502_22851_5611385,GOLAN T,HSDPA;il,03/11/2017 22:48:18,0,-89,32.25338649,34.92180326,70.97938736,16,GSM
18:a6:f7:e1:89:a4,Suissa-Family-24,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:48:21,6,-93,32.25332203,34.92180321,71.2502335,24,WIFI
42502_22851_5610693,GOLAN T,UNKNOWN;il,03/11/2017 22:48:21,0,-89,32.25332203,34.92180321,71.2502335,24,GSM
fa:8f:ca:65:8c:8b,,[ESS],03/11/2017 22:48:27,6,-89,32.25323682,34.92193317,71.57284183,24,WIFI
fa:8f:ca:65:8c:8b,,[ESS],03/11/2017 22:48:30,6,-81,32.25323175,34.9219601,71.72018315,24,WIFI
18:a6:f7:e1:89:a6,Suissa-Family,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:48:30,44,-80,32.25323175,34.9219601,71.72018315,24,WIFI
14:ae:db:3c:73:4a,bachar2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 22:48:30,8,-90,32.25323175,34.9219601,71.72018315,24,WIFI
e8:94:f6:01:ef:3e,TP-LINK_AP_01EF3E,[WPS][ESS],03/11/2017 22:48:30,6,-94,32.25323175,34.9219601,71.72018315,24,WIFI
e8:94:f6:01:ef:3e,TP-LINK_AP_01EF3E,[WPS][ESS],03/11/2017 22:48:34,6,-89,32.25323175,34.9219601,71.73379492,16,WIFI
b8:55:10:25:bb:14,DVD2,[WPA-PSK-CCMP][ESS],03/11/2017 22:48:34,11,-87,32.25323175,34.9219601,71.73379492,16,WIFI
c4:12:f5:84:19:fc,Ronen21,[WPA2-PSK-CCMP][ESS],03/11/2017 22:48:36,1,-98,32.25323175,34.9219601,71.75695853,32,WIFI
c4:12:f5:83:0e:9b,Bezeq_WiFi_2.4,[ESS],03/11/2017 22:48:36,1,-91,32.25323175,34.9219601,71.75695853,32,WIFI
14:ae:db:3c:73:4a,bachar2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 22:48:39,8,-81,32.25323175,34.9219601,72.00610675,24,WIFI
c4:12:f5:83:0e:9b,Bezeq_WiFi_2.4,[ESS],03/11/2017 22:48:39,1,-79,32.25323175,34.9219601,72.00610675,24,WIFI
b0:48:7a:a0:89:ea,EILATYMBR,[WPS][WEP][ESS],03/11/2017 22:48:42,1,-81,32.25318612,34.92208262,72.3443267,16,WIFI
b0:48:7a:a0:89:ea,EILATYMBR,[WPS][WEP][ESS],03/11/2017 22:48:45,1,-73,32.25316096,34.92214072,72.70273547,24,WIFI
06:ae:db:b3:5e:65,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 22:48:45,11,-78,32.25316096,34.92214072,72.70273547,24,WIFI
14:ae:db:b3:5e:65,EILATY,[WPA2-PSK-CCMP][ESS],03/11/2017 22:48:45,11,-82,32.25316096,34.92214072,72.70273547,24,WIFI
e8:fc:af:97:85:1e,Marathon2.4,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 22:48:45,1,-84,32.25316096,34.92214072,72.70273547,24,WIFI
e0:ce:c3:8c:cb:b2,mife,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:48:45,6,-96,32.25316096,34.92214072,72.70273547,24,WIFI
e0:ce:c3:8c:cb:b2,mife,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 22:48:49,6,-89,32.25313266,34.9222297,73.02735896,24,WIFI
