,ID,Mac,SSID,Time,Frequncy,Signal,Lat,Lon,Alt
0,GT-N7100,00:1e:42:14:8b:be,TAMAR WIFI,03/11/2017 18:53,4,-86,32.263088583596776,34.89291605659812,37.48224805076217
