Time,ID,Lat,Lon,Alt,WiFi networks,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10
2017-10-27 16:15:07,ONEPLUS A3003,?,?,?,4,Robert1,3c:1e:04:03:7f:17,1,-77,DIRECT-35-HP DeskJet 3830 series,98:e7:f4:c6:4b:37,6,-83,HUAWEI-C7FB,48:db:50:34:c7:fb,1,-88,hilda,00:02:6f:eb:a0:f4,11,-91,,,,,,,,,,,,,,,,,,
